dsa,oop,dbms,os,networks,math_stats,coding_hours_week,projects_count,internships_count,ml_skill,web_skill,security_skill,design_skill,hackathons,github_repos,certifications,leadership_score,communication_score,problem_solving_score,research_interest,best_field
100.0,94.92763641676798,77.4552393295691,39.4259115708513,81.95162028296808,55.76819247802346,16,0,1,93.38344146273874,43.856286585403275,39.43016791947049,44.52340142152782,4,5,8,74.62626306725657,37.90305932753414,96.6960417183065,96.82814581546157,AI-ML
29.387788954773903,33.10530368743392,100.0,79.7819860551747,55.16840298598579,58.561966185980914,19,6,4,85.03884624997303,16.437115338365068,19.216551443278014,29.6427092527122,4,0,2,52.08594308230966,80.45842394188776,90.18010955117241,48.78525548990521,Data Science
86.05558650679522,63.00363049042372,50.24502570871476,58.65170634431229,55.721345160073284,46.33021574268129,5,0,3,40.60108178284956,40.83649274129449,44.10400717066427,15.199905020164062,4,0,5,32.51119995564559,43.656635664341835,78.45926068900705,66.12767921743965,Core CS
42.16822660501371,68.54876186654859,100.0,56.28596539321046,67.74350734081285,63.36510970616434,22,0,0,41.764218808356425,72.9061742794176,53.50596823113093,100.0,1,5,0,48.66730382645164,44.11562965245278,73.36181801844361,19.71151181986245,Web Development
72.72345389396952,76.20574552339711,54.103481531743334,54.382705223050806,49.42605094584185,69.00077127212748,20,6,2,100.0,36.8277300015584,26.870859907294545,24.576381258468984,2,1,0,46.48407540912133,98.24201213692226,13.764152477625657,75.6891266862648,AI-ML
94.45353548794809,81.19735367588557,68.22537137584423,35.12368376353612,47.020317197335295,100.0,9,0,0,81.38518237229776,41.62676099697651,42.64944575690263,35.73845231008087,3,12,0,63.32559993887694,71.27769054006497,51.50676776242611,43.93110539162266,AI-ML
57.50166478298035,24.89786568846241,69.20437927854132,68.54595779866443,49.46363533439729,50.311697347632034,19,9,0,30.799406660509096,100.0,20.98232942069575,68.2062045105056,13,14,0,63.71043683320687,69.9556547203187,50.41259981572749,34.22035287132263,Web Development
54.27483471635462,71.79943038947054,46.95421979183804,64.5969076021377,40.2267856810101,74.59342860141437,9,7,5,79.01717546608594,40.45885593952034,19.789790146347787,27.302910167938915,2,19,0,79.15892443941522,77.94345792238454,88.90365555045736,100.0,AI-ML
65.46418184971003,93.33575198260115,43.748805137355845,38.77391302915281,87.2358067150758,70.56736922125036,16,0,0,22.657570195738266,46.19732788570709,100.0,29.432758018832867,2,0,10,52.927929711661314,59.65610052326503,95.94991517529405,62.05918846997693,Cybersecurity
55.44617592671593,83.61722892259715,67.66825118719744,68.2587826688029,100.0,69.13219813154384,6,0,0,37.36886287394979,27.814448487562835,100.0,13.596088501673643,0,8,9,58.33737760450428,66.15581984756214,59.242050456615,56.245543138988765,Cybersecurity
97.9861677377348,60.94174789794249,100.0,60.81497808734119,40.08467177685932,68.18756654903454,19,6,2,24.627116720590216,66.19921989328103,42.97414282513712,65.29727208942124,3,9,3,34.272123522466835,97.01129381555204,67.36305196206322,32.872140740367435,Web Development
100.0,85.99404297899542,44.71229391675878,91.27046406244219,81.01147731880029,97.16057370236311,19,13,0,33.26256008912472,23.62565220356761,47.012426978274476,17.618263205155436,12,0,4,67.8326430230883,68.9658171591285,100.0,45.04552189483312,Cybersecurity
100.0,39.74669243847137,40.903026092909656,61.526634625940616,100.0,58.87585989975939,18,4,0,36.494796007371534,44.813161016087726,86.71374956658869,30.560764786069562,2,3,2,66.14436927969508,68.42807837838834,84.51968136756847,30.801138108581526,Cybersecurity
61.94550664711245,80.55598592149038,100.0,85.8271477738605,38.3464147888809,43.718021319604844,15,2,1,32.64718989982292,40.28582822809908,40.937610871187786,23.600400837035465,0,10,1,59.1182049967964,35.30573919343871,100.0,76.07667163546817,Core CS
27.967764566109878,88.08967579721589,82.22701140625153,100.0,76.8451734296224,55.16140898863371,14,10,0,19.341900665644644,48.348122420285904,100.0,19.683255834700656,7,5,3,37.56082702271223,35.961311626125344,63.61447415456998,31.823200990774936,Cybersecurity
55.26323241173391,41.02801853943246,52.77901412049568,75.52308250288965,70.72656324870543,98.08367821248098,18,7,0,96.01402488918549,49.60491430273218,42.92005896304253,40.70022034327179,6,8,8,54.56239922239051,44.12625627790108,77.98855268698341,62.12233652464522,AI-ML
100.0,59.00380934640276,80.50960563266746,83.10574434270947,84.04122492078439,84.6326521704175,13,3,0,30.820475762696375,33.98312056000626,27.658050775861316,20.546080074118983,8,5,6,72.04465829987636,52.079013977405516,93.47340202271214,50.01954274647953,Core CS
100.0,100.0,91.57567219580204,74.32905449928599,63.120241952065655,77.2648170275814,11,7,5,47.096095854072466,8.477406541421523,46.727842909643066,24.18359589450474,3,1,0,56.9470771996256,49.12102825742098,100.0,43.92991276820128,Core CS
60.91937348037141,55.80259234180771,55.962906356375825,100.0,65.27936765050717,69.20811681861011,13,14,6,46.93459160421994,100.0,19.46956247497602,46.693370725331945,0,3,4,49.797537862275284,100.0,100.0,34.93215326217008,Web Development
85.92081593536929,61.27895380808317,77.33924638907256,100.0,58.00079320846517,91.32962495065857,12,0,5,63.169862439323886,40.85879484663271,29.984596808966273,34.31081843171753,4,11,0,50.54706356765937,42.382253115918466,71.07038580212766,89.05521183307646,AI-ML
58.42403616383809,69.75576317885651,61.237427328229735,53.62372287668174,33.45835439269521,47.825459887709115,19,4,0,25.745769500487853,59.74781656341889,37.80493111284817,76.69558547098893,0,12,0,88.06528122868232,68.97569844548704,40.69532677848633,23.009146257726847,Web Development
53.53447164780955,54.49519338733042,63.02626956636301,49.12623552530005,29.28520190298687,46.15567191892041,15,0,0,63.36038154838674,34.48367163471555,49.624168361349504,17.90469986311335,13,2,1,69.75588016951048,52.001384959915285,89.26426386262567,50.352142706979365,Core CS
59.64845298959216,58.943349902899485,58.57634831917365,62.05170475026815,29.219592223332583,64.78539182966985,14,10,6,14.94224388744834,72.64626785080145,26.016959276623453,31.932712733464,0,20,5,94.51118343490357,87.41106724038505,50.534058360334726,30.99140243492255,Web Development
100.0,67.1949119027827,100.0,81.89539842068942,100.0,73.03840874102576,15,10,7,46.12878479363072,33.518026645839726,51.94079144990711,18.87861871092914,3,0,0,50.756401462091645,75.8275851960826,100.0,53.648447120527464,Core CS
98.68533414032929,60.13057118322058,68.28857903498287,70.70802803783984,79.1425206680111,81.5563771541909,16,5,2,62.24828560526322,18.99422976292964,67.89073311174474,22.826335683487024,5,3,0,57.26865789191343,72.19511709213832,100.0,46.05508951973244,Core CS
73.7772388082403,99.15178580423502,80.47248815484643,22.948788099130795,47.668663512083604,35.9308250138709,15,11,3,40.332817797576894,97.02230350683743,21.36757763347652,17.062212861972576,4,7,0,29.388709506275198,54.5703925170731,61.20741604513687,41.9917171489171,Web Development
46.29943821139008,44.16088104219756,69.74869391111687,72.38016616339053,48.75046297269329,22.421113978972187,24,9,0,25.65893508747953,34.13762725483614,100.0,14.874713793692717,1,6,11,61.121226419931574,75.3595789802503,70.68943430223841,36.58935950041126,Cybersecurity
70.15156006784585,73.68137002299146,96.52174903942989,63.995406897910385,36.65117924287377,70.8365932535232,15,8,0,65.41113207977207,40.5052238410113,26.76046201668078,42.832288357499706,0,0,11,56.981054279569356,51.140492392182374,43.70687247505791,42.909983237026495,Data Science
100.0,100.0,38.56129078264215,73.35350255043522,91.71876015410001,65.96215543095965,7,0,0,19.733179977235253,35.61383479675727,57.100187508011906,15.54268930818547,3,9,2,25.83958557624132,61.3724906519313,86.55732065821799,52.41767329808589,Core CS
54.75000533509956,72.8544159115853,66.64710233460397,40.75341911240856,70.77886753450721,100.0,14,7,1,66.80359091736702,18.150876666375805,27.589378427498666,17.47237457143442,11,5,1,69.6710381089988,39.808480148594015,63.13514466508801,81.63373446196691,AI-ML
63.8228567942419,100.0,100.0,46.200181419899735,45.93230725750843,100.0,12,4,1,36.04833451695976,39.833947046869156,27.757858372326176,25.561894598402052,9,0,7,50.39711164952516,54.96431696707498,100.0,88.16123106965337,AI-ML
2.491140347055307,56.617308089504824,35.98371334076742,62.85186182223255,94.43499798275188,56.30581238936919,12,9,1,38.545426552051836,48.54630133600918,63.89883751862766,31.604551821709126,5,13,3,54.0834762111189,62.12988372786372,74.06613768330536,62.17091994042296,Cybersecurity
76.64495865288033,54.562547184783654,61.374472621498974,31.210894280502398,92.57192721787953,53.51994404022891,9,2,7,85.36997948119767,25.16637044763445,48.17055278795206,36.57900564106933,5,10,15,91.05406576809585,47.639123825940686,100.0,89.1960365542136,AI-ML
70.867194291424,89.1317706802556,35.11470749113763,80.5720070044176,57.70413941622833,67.37001735384034,12,9,7,29.112524408957903,100.0,35.462678666585845,93.95650180950196,4,11,0,66.67896728787653,54.565522873597416,48.49523303733509,53.313083436892775,Web Development
42.457431073070545,56.162069289063005,77.36779827712915,43.79864144119133,37.41000534163246,100.0,13,8,3,55.351724770817896,33.80792746655254,21.431163878602423,31.726589940139412,0,2,3,47.4514050258272,47.778333004522665,100.0,67.48857393506495,Data Science
48.977797940165004,87.4515026481424,75.16974539963287,90.11698618087469,54.16363792438774,46.54469024984466,10,3,7,61.80772983670728,49.66427738534337,56.61250034555489,17.467448032753076,0,6,0,58.658084787919265,66.88802078619575,100.0,71.91472097520008,Core CS
56.78374402305629,91.94004933361016,57.086173847163096,41.384762654198624,53.39357133001132,73.44590807499802,10,5,0,26.46119096686029,88.9030036718052,26.02644126157181,60.40317148967014,0,8,7,40.251410344131656,56.923892902399956,74.79965180585654,47.72695255288873,Web Development
88.21844665063726,61.46635948780299,42.02453345036896,100.0,61.90657949356388,73.50790518755203,13,5,0,19.889918025377828,28.81872849073408,50.34210568762887,19.540375993942654,0,16,0,38.674490061342524,86.29396713146981,86.8225950593261,43.35124476926798,Core CS
53.50228300524262,81.269707803073,88.12123101592844,72.9411595919712,71.43478681579597,65.70172524147875,7,12,0,78.60375808039629,55.938329702188696,40.84041509870693,34.10298994873447,13,3,8,55.940716560801896,64.83466101953863,100.0,92.18805815095097,AI-ML
87.62395671579597,65.1135691295039,57.70762637533205,100.0,100.0,46.759731972348206,7,0,1,15.654596686221835,41.08903656594961,86.5116456356608,4.744885806136626,0,0,2,66.11020468019001,23.80414373543793,47.058488416835274,42.78953879181205,Cybersecurity
87.59499234380438,35.35634652618809,59.03864872158389,79.5597686970324,67.85735613611476,100.0,22,7,4,54.45284472246422,24.775217032383253,12.105651699214036,31.62439687013908,0,10,5,21.56820743446451,61.2976580028121,100.0,67.36101083244938,Data Science
91.74194047506174,65.6818150734918,66.61523512510294,46.89290578254332,83.84426164049378,100.0,10,0,0,96.0798174753283,42.88247012735468,48.15789466006655,37.10927749962767,7,8,0,51.77097423607613,79.08161531835597,80.73253595829371,92.07416884696993,AI-ML
82.49076212148249,69.96281394404079,100.0,37.22734146617388,36.5492052877036,100.0,10,2,6,69.00221018316628,21.97326836656724,36.53589139285783,38.940524084292534,0,3,0,66.96409810940314,57.97789756353969,57.67846716959242,43.00334148897105,Data Science
34.89959211278614,88.73341959436613,53.49709980376565,72.57639864330679,55.41597931441135,45.65048518745681,15,15,3,83.5332972983607,52.90412082348277,37.21201888463266,31.885808072365148,0,7,8,41.20497449034959,85.64092478244505,79.7440318060299,58.693531723075026,AI-ML
70.82748641427668,100.0,61.15908711605033,68.60226462227789,64.28800058152915,56.93663846615595,16,4,0,48.09406039785786,32.11058440744337,40.571050000076866,25.365129136761578,4,7,0,62.706668111591036,51.33049650718567,70.70840950072981,30.7776427953387,Core CS
91.18616476454025,64.76837669284055,83.42964842631767,14.945580376086085,23.68354593586676,54.744385927460996,16,0,4,32.359823180822225,47.991994564256416,92.78824961826218,20.573617097924338,1,4,0,38.229057989584135,63.487009292521456,67.16858152216643,35.042914428714006,Cybersecurity
96.4906768837649,100.0,100.0,35.25052420997628,39.486092382819095,87.39845924028269,11,4,13,50.65384021967106,23.57821977407131,44.79443337080184,28.53219589760905,3,10,5,58.164132946191124,83.30291000903269,54.905957478638165,59.57637428058398,Data Science
62.67935654716899,59.71745315207521,36.538605095359465,64.38932913708823,100.0,38.32743531698557,10,3,1,27.877943647982203,34.370551502631244,100.0,26.854312646880352,10,3,7,32.80799566788217,43.091685253006546,50.53463847064131,44.38244670174471,Cybersecurity
95.28848574647128,100.0,78.46166101588084,89.82630094153077,69.11430176357055,85.52149170823722,11,1,7,33.63354018048781,44.339444937743366,59.93012873642907,29.25112699046546,0,5,1,42.5600111699703,57.35540119121605,100.0,47.43388110783523,Core CS
100.0,22.23295834466981,61.019469506982034,100.0,54.80128137616113,56.42042490724563,14,4,2,100.0,27.53066597958713,52.719254579986334,32.20602855935356,6,3,9,50.75863525458443,64.99594524288356,59.04559050119711,56.073640966348954,AI-ML
77.50346119674441,90.06039578976404,30.508478725909008,70.0260069484763,41.474645971821516,78.66704573513708,7,8,4,49.29640443661259,31.48429294132564,36.35502897612423,36.86911052222202,7,4,0,58.08083975267591,68.52220250339906,82.00169617584797,93.24656105732173,Data Science
60.916446519638505,78.83402236639525,30.396843024851606,48.852722370579905,39.77972590347185,44.12551510651008,19,2,0,11.216376788614355,80.23514803806913,23.577705749006995,71.66326150248251,0,9,1,90.09675191476177,80.44157758951707,29.127061485035092,21.71866713692156,Web Development
82.80666186689115,61.26548382631329,44.017925758023104,88.7338560313805,71.07142747257376,74.18047187010906,16,18,0,22.724307786365166,38.14269191275872,87.00339057468081,26.16247362776888,3,14,7,42.71395928017963,42.76944619781892,100.0,45.385022050471946,Cybersecurity
100.0,54.90278542490412,51.46174077568409,74.04774841906774,84.37435351863482,43.539834149302635,9,0,6,46.33912912797325,44.48904279102416,63.07215265214623,22.707624286831894,0,0,0,43.11849755500711,48.66032685527632,100.0,55.27908458341397,Core CS
76.7602100305104,46.29507399563275,44.707489970487025,71.49811829228507,87.19462401124665,36.09548597343371,17,4,11,27.250603416399372,46.84966213483594,66.94566477067895,12.909138253320304,7,0,7,75.59786708317249,70.60518332302155,91.34845081990775,48.638210982427175,Cybersecurity
5.437265090875577,48.507691534375084,72.6091640443632,49.421646503300835,56.63327190852446,34.17246944943528,14,0,7,30.509647803394557,42.40148876741156,98.20664099754804,15.42231156410179,0,8,9,60.53393557870319,47.23538616901392,68.84306338602536,32.421283445632106,Cybersecurity
83.55038782014607,89.40527909461069,50.62942935202204,82.78782344685814,67.45649263942441,54.51001438595779,8,8,0,45.73454723315262,43.373858222220306,42.049462432431376,25.39279629793747,8,1,0,42.56774478351038,74.22787238718414,100.0,31.967811131350285,Core CS
38.65548412326139,57.491334451069775,67.89970744238906,70.61383857268831,54.11360485096461,81.84346640643759,6,9,1,38.5865272724821,16.208576409270684,33.93870087065679,21.604034975962055,10,0,3,57.62534744164504,50.77713408488151,24.60389181199571,74.00879704994078,Data Science
69.6148404427034,56.40162208166166,79.51174344424876,56.737964882074145,44.28534486769647,100.0,21,1,0,100.0,31.784442090879953,43.30156879120907,12.269065640593482,6,0,7,55.235505619301165,42.82909045086039,71.9869067020012,96.47164296696081,AI-ML
71.5926190598072,71.87169346064559,71.23346306159536,56.53407359200157,45.97566494786575,100.0,14,4,2,80.08270546684585,44.81896278560738,14.430019878147615,24.818363557213015,4,6,4,66.01367572877038,69.17286141591339,62.41614423489247,83.20499194227344,Data Science
49.06564349778927,71.20369283149974,84.87213984505505,58.02117296606751,23.830399036609304,78.57630346122502,4,1,6,100.0,31.925537845417967,24.866935388094134,51.67504298978439,0,0,6,62.55261170240016,54.41976973694611,77.25506766531527,79.28535976588724,Data Science
100.0,72.98293405544145,51.87834602581667,71.93113967438939,69.73760772891966,100.0,9,2,1,83.94787885742346,48.996945705260174,13.843537058680614,33.00894349098153,1,2,0,51.4601285354536,0.0,64.74827655852788,58.98044420848896,AI-ML
86.45732092976371,60.135695348236816,93.32262898213685,38.263768728942,46.93571455360259,69.53945132506462,5,0,0,100.0,24.861536404566067,18.556137747495992,36.38051293621502,1,3,2,71.10774691894342,78.07876242528394,88.14517965465895,45.14274552507516,Data Science
100.0,74.59729854355722,100.0,81.87142570241463,77.08973067193241,69.27952451197837,9,2,8,12.230032207930378,21.99085757954921,35.20613192366562,16.91241405672984,10,11,5,40.43293898783698,77.02835580210325,46.07336995371764,90.34271356244093,Core CS
86.51370439733694,43.04320994840937,89.2646996390348,29.96829489105706,59.0185518222751,85.72159548947785,15,5,4,27.035431896337112,100.0,37.01801861931631,63.27644032736476,0,3,0,53.687878914145266,59.75957945652982,52.16558215432647,57.037832918700616,Web Development
94.22129187881367,27.418777294912175,47.72221518392165,54.01357116270225,66.60181325439481,100.0,13,0,3,100.0,41.29616945175401,25.480190275879927,38.62194547332017,5,1,5,71.4548818663714,81.27402076606009,80.36535520738738,71.40609329169635,AI-ML
62.1072201741364,73.57567212582904,79.18352032194679,100.0,34.38697848609606,68.99750898851161,8,1,4,16.601793186887203,53.8713760898206,80.45858071211671,33.02562423750869,4,13,10,40.83342376918253,33.52210299404689,80.65888025295857,37.13431789995064,Cybersecurity
34.89792876013064,77.26519881972601,82.9365398837011,59.77955190027932,36.61302548426514,70.46720366074668,23,11,6,24.966967818403102,100.0,36.5304657129404,80.7426660989621,5,7,0,58.52154005602716,90.72199396713927,56.39122179639826,44.38014625738553,Web Development
60.223651384590255,83.93657328768967,85.66152866615624,50.00495105570407,72.12720670071337,100.0,23,2,0,72.11001123616496,42.50624251041198,35.611233634393095,26.459058933529047,0,8,13,62.660145429029555,70.96443934296325,96.0821545314155,89.5291200771776,AI-ML
66.34680704443771,68.72846712951313,53.64863751474926,43.1669729967983,56.63630279693275,68.2483851902409,10,6,1,23.51626081667142,44.17172305745834,71.77777905884015,22.402369508438507,2,17,0,44.641270549039355,49.77103455028285,46.366345871175646,54.798469952830104,Cybersecurity
93.8634653893389,59.75386042894024,100.0,49.09713138593991,67.24457363815357,92.63196080036555,21,12,1,65.78784430617232,45.5196657152694,27.883988617602885,48.12048522773961,3,4,4,32.77241622276001,42.510947306808276,100.0,64.2345373046865,AI-ML
100.0,100.0,57.81376025960293,100.0,53.395853561625515,77.42488908154974,16,0,1,50.92553322942209,27.54215556772497,67.53667670389324,14.615525314544882,12,10,2,43.959976831449026,46.63403366394811,84.41499509721481,54.19981828444437,Core CS
76.40938988377486,67.49066724934724,74.00126147425549,57.65239974665301,35.28126353680964,41.14409897757993,16,0,0,58.14458325970487,44.283083518884716,29.283197569421564,31.740207139738306,5,16,5,48.772578883074715,78.58358263641645,39.61472095691477,70.97501446135234,Data Science
51.60351060640582,53.53262295865745,100.0,28.45032836078136,24.200958703165853,100.0,9,0,1,70.40726434169383,26.120239711577995,36.17135423833336,21.00144652768823,1,4,3,26.418928390744114,54.80834668126983,75.44480679833762,81.36435236225583,Data Science
74.7151633306736,81.96664788962998,99.51513114625334,52.129856695411,70.78608026545643,19.204681681907935,7,0,0,23.287258055187767,45.63345087805074,81.93781268136212,22.819622482472923,5,0,0,58.75522999844099,82.16729925273937,100.0,57.62863846666738,Cybersecurity
28.99827168084056,55.70730052201211,56.4098072927637,35.067498596045,44.02396350590095,100.0,13,1,0,95.92267000416636,36.1481632055402,25.025069880960334,28.516288055528232,0,3,0,89.10664984187089,48.32519594109915,99.95206924454739,100.0,Data Science
83.05680653440695,74.13806709444185,82.14183929531816,28.567936161122425,75.32649411065812,26.547341154707205,16,0,16,21.11555651371915,41.276357978590276,79.13880357693301,17.067012571136736,0,0,0,58.18193454205158,47.993328352288316,100.0,28.204107515092176,Cybersecurity
54.29214901366862,56.92272883114671,81.99570841496103,77.94561933317429,57.05020491869992,56.70580293749957,11,9,12,26.57374838584417,78.07403350511073,29.108564124699527,59.72230107561717,0,10,0,31.0152638617476,85.81698894438352,43.900653191682245,31.443974934220545,Web Development
70.50298960917901,32.63262245934837,46.670627331573705,68.57971873441004,83.31247591368945,82.5131027144866,16,9,0,94.35375810377877,31.114118724014098,44.08065660415562,31.362627431565592,3,2,7,89.39776320031177,41.85758948229229,73.64192841187091,85.5585793800342,AI-ML
67.53039232333587,87.94275684989735,69.93845275455213,68.28264902164602,81.8425043347513,71.1013924211731,9,7,2,27.862136793248634,57.28606388260183,99.62730569455735,20.428471123491878,4,3,6,70.44984476174622,44.905691704486216,61.91350295509946,62.3480385851734,Cybersecurity
100.0,74.50707099730238,88.79103169482192,75.97933407262623,40.898396971666344,100.0,17,2,11,85.05604458540027,49.736720784555644,32.728640288549755,29.09973647513832,0,3,0,75.97791118981844,64.43500223127009,38.684489867345796,74.47309063330546,Data Science
98.3421088558723,59.62886526841762,36.34703691544171,71.08962612873638,64.91563178079038,49.637861662130696,10,0,0,24.514200009541955,49.16631562217161,83.3862789363483,21.956124839765565,4,7,4,40.29767337024545,39.849705731430326,82.91937260499863,62.19060961365862,Cybersecurity
83.70157903464352,47.105623457211976,45.78197778594186,42.54461304657586,56.823832738320014,69.02896045733333,16,0,0,56.28562399676822,36.923911859530094,29.350498535853546,37.1805940190619,0,6,6,85.63468270327226,51.32821252031745,89.98168166707192,36.70729297850324,AI-ML
47.091446484170774,86.1994376929791,65.02164392140222,32.200190731531606,63.13258553555585,100.0,11,10,0,46.88371826553407,41.63916874706503,35.26654541870885,23.550838604183053,6,9,7,52.968248816687584,70.84644482361014,71.03700254546213,100.0,AI-ML
83.92308706007422,36.14267184764316,44.235358714186646,100.0,100.0,35.068511478248766,16,4,0,21.97601711205018,38.36604020379397,91.3092787449184,12.076503276079862,0,1,1,42.215038291207755,52.811556969911024,85.24549679358377,68.95204728094683,Cybersecurity
44.020636578237486,50.326387931944055,71.64207754010064,100.0,94.22665334042237,50.98536843432266,7,3,0,26.583860668280728,36.14514760215602,82.0170507594925,20.95376411667478,6,10,2,58.182417755784144,84.75976397402923,91.38658598692496,60.71738841312722,Cybersecurity
57.134369191440484,97.79121490507008,66.22987348650567,93.67688735073833,52.00640861081344,72.5194486548123,20,6,0,32.98767535709898,100.0,28.987846494671466,73.49311618496377,9,18,6,93.52967435484507,56.78314156466443,78.68670391515623,49.05445484010336,Web Development
62.091633628832284,57.70497626379052,53.83539262097911,34.31285552214812,48.085723165421584,67.5169924146192,17,0,3,52.370867126616844,22.615963799051247,34.85200858726828,27.903255420866962,0,1,12,44.81147586717984,66.00526823993889,70.45694399367582,74.64975829620948,Data Science
83.02363566225733,58.70919270524263,58.86958440068476,53.960166068075296,33.441551646569245,90.85069547267524,16,0,0,76.10812355819267,23.089803449304846,30.28570746970772,38.364236966401855,0,8,0,54.631258815682614,52.14204445895061,62.58096716735338,100.0,Data Science
25.341056112471897,90.29412186866188,49.906823948592006,40.515554509198836,62.58757619814284,47.02107125270981,19,0,0,32.35302246164301,34.60320645305785,96.15472392630639,17.05444801959287,14,0,5,72.54434880886123,48.812730830491105,60.361687103424984,55.35589091603141,Cybersecurity
92.63431523724792,100.0,70.02598308371435,56.091122657350496,67.71973260261181,82.55993772832655,10,6,7,42.88276750924537,34.706548401577926,56.196142990554804,18.579243794220773,0,4,0,37.94987037064287,85.20272983747978,100.0,49.16386680278289,Core CS
100.0,100.0,87.52744986207911,49.14755378117628,96.44743786283459,85.20404735500033,11,0,6,32.89400404019945,38.6347411210752,45.923317118594944,36.53796238328709,1,5,10,40.126666343747175,68.43632704822832,82.75654491600855,38.458057626918674,Core CS
63.1310497514306,61.0910615527462,35.99736581316684,65.39070198774418,46.01119888706672,64.1884329190744,25,0,0,28.11561948019278,100.0,17.81776829833191,100.0,4,8,1,52.14726542075948,92.01045194465225,44.16384529539244,38.62684890726047,Web Development
54.767710286664645,76.13904461685267,72.99600715817287,49.64181714710444,40.67620716816775,85.39974767818018,9,0,6,60.95786136624872,26.54826045288433,33.864645720812796,38.34678308465116,0,9,6,57.936584764089694,56.58932141366091,65.8485594632683,65.7622608369662,Data Science
84.53056228527733,76.12283721032142,32.03190326167419,42.38700817440109,100.0,77.20692933907802,18,1,0,80.6584147067044,36.81274527656674,30.8012784939821,28.968232480442467,3,5,0,63.02204906077199,24.911308404196383,31.561206550808677,97.74033187283763,AI-ML
100.0,90.27810554040471,74.81971351645254,87.28567185281108,61.82816298449216,100.0,8,4,2,52.10515008559762,46.58332635733322,44.56774613942454,27.179998698347873,4,0,0,40.92404463917044,45.73362183978166,56.338944060146915,67.3681124276649,Core CS
73.6270080327495,90.52365623016195,65.79545000367523,66.2763421137405,15.90241696179752,56.71318237803951,20,2,0,13.201966625128723,100.0,27.43838324127355,75.06190883510435,6,16,1,50.290263711988466,73.63442061998163,90.03956539257459,33.21318842029177,Web Development
45.69399028194817,60.840735728342814,59.976400532535614,58.74659784059806,66.37121354172653,67.56732580169711,13,4,2,87.49459295505203,45.23206930267096,43.86031485123824,33.533707040858715,4,0,3,62.91187454202654,73.12094150226811,64.96817095384867,64.18305740267252,AI-ML
70.04817792380946,71.11590705730924,89.80705937303367,62.358138322567505,40.89554831191047,77.02935901876761,9,6,6,23.4923420557907,96.1722690746528,40.70506576849,51.92899877239398,3,7,0,100.0,53.97476657764501,84.59614073432373,30.87558932274801,Web Development
44.68591052469324,58.602220581508874,59.883941930353956,59.002946415406534,62.98511976751055,72.84172980318085,12,2,8,35.8206954187678,90.1876318253415,39.970035093327155,69.37412058111974,6,6,3,32.81017109334907,55.55652980866595,51.798282052588306,31.0689046513274,Web Development
